customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
2171-MOMYJ,0,16,102.6,2429.1,Male,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),No
4783-FSQTR,0,26,110.8,5822.3,Female,No,No,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No,One year,No,Credit card (automatic),No
6398-KGYLV,0,72,99.85,6851.65,Female,Yes,Yes,Yes,No,DSL,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,No
8009-IEQPF,0,11,84.45,5662.25,Male,No,Yes,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,No
3931-TNOEJ,0,36,19.7,1133.7,Male,No,No,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,No
3786-RORXP,0,72,94.3,8443.7,Female,No,Yes,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),Yes
4560-MEXGQ,0,9,102.7,7746.7,Male,No,Yes,Yes,Yes,No,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
7077-PPENL,0,30,104.05,3848.8,Female,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Two year,No,Electronic check,Yes
2312-DNLRX,0,58,25.1,5941.05,Female,Yes,No,Yes,No,DSL,Yes,No,No,No,No internet service,No,One year,No,Bank transfer (automatic),Yes
9760-SSCKN,1,10,45.65,929.45,Male,No,No,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
7213-IIZPN,0,71,53.65,2845.15,Female,No,No,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),No
4103-OYYTH,0,1,19.15,2184.85,Female,No,No,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),No
9855-GPOXU,0,55,24.8,5832.65,Male,Yes,No,Yes,No,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,No
2415-EOHCM,0,1,50.9,6506.15,Female,Yes,No,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),Yes
7568-XOQGG,0,59,116.15,5012.35,Female,No,No,Yes,No phone service,Fiber optic,No,No,No,No internet service,Yes,No,One year,No,Electronic check,No
8558-UNNXS,0,69,19.4,317.75,Male,No,Yes,No,No,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),No
9435-DPPNQ,0,1,90.2,2217.15,Female,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),Yes
7058-RCGOP,0,27,29.35,1078.75,Male,Yes,No,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),Yes
6521-NFQTG,0,38,20.3,201.1,Male,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,No
8521-GQKCQ,0,15,73.35,476.8,Female,No,Yes,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,No
7140-CXYBO,0,45,20.2,297.3,Female,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,Yes
5336-WQJQF,0,69,46.0,3617.1,Male,No,No,Yes,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),No
7774-ESDFF,0,24,96.5,5594.0,Female,Yes,No,Yes,No,No,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,No
5671-IKMNE,0,9,47.85,5511.65,Female,No,No,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Mailed check,No
6877-YYKOH,0,8,95.9,1529.2,Female,No,No,No,Yes,DSL,Yes,No,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),No
6868-BCCWI,0,71,87.75,1706.45,Female,Yes,No,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Two year,No,Mailed check,No
7996-TRVJS,1,4,105.65,1992.2,Male,No,No,No,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,No,Electronic check,No
9814-HWGPT,0,34,88.95,156.4,Female,Yes,No,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),No
0592-BXTCR,0,41,35.45,1734.5,Male,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,No
9264-XKKKY,0,19,30.5,1608.15,Male,No,No,Yes,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),No
8513-ZYEGQ,0,4,55.1,19.55,Female,No,No,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,No
4451-GEVJB,0,20,75.5,776.25,Female,No,No,Yes,No,No,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,No
2690-SOPVQ,0,4,25.0,193.6,Male,No,No,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),Yes
5408-DYOIM,0,37,19.75,676.7,Male,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),No
5443-HJBIH,0,1,107.5,1054.6,Female,No,No,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),No
6250-CLIIU,0,2,70.15,2537.0,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),No
7144-IMZXE,0,72,90.55,3046.05,Male,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
0416-GGABP,1,19,24.45,123.65,Male,Yes,No,Yes,No phone service,No,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,No
0537-XAQDG,0,10,102.95,2499.3,Female,Yes,No,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,No
1133-DFPIO,0,15,69.7,415.9,Male,Yes,No,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,No
6994-OHGUN,0,2,50.05,1912.85,Female,No,Yes,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),No
9354-WKGKR,0,1,110.7,1161.75,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
3412-CPTQA,0,37,80.4,6052.25,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),No
5990-TPPJH,0,72,19.45,768.45,Male,No,Yes,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
3441-VGYET,1,57,107.2,3988.5,Male,Yes,Yes,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),No
1586-DKGVB,0,18,94.7,6688.1,Female,No,No,No,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Mailed check,No
5532-IGYQN,0,53,67.65,1297.8,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No
8956-YHCVF,0,19,115.85,1750.85,Female,No,Yes,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),No
2137-IZKYN,0,4,114.0,94.55,Male,Yes,Yes,Yes,No,DSL,Yes,No,No internet service,No,No,No,Two year,Yes,Electronic check,No
4314-VEYLB,0,61,85.9,4920.55,Male,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,No
6154-ZXBWQ,0,64,93.35,19.95,Female,Yes,Yes,No,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),Yes
6076-LUXYU,0,63,84.9,369.3,Male,No,No,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),No
6033-KHOAN,0,55,51.1,186.3,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,No
2425-FYDKJ,1,23,30.15,1782.0,Female,No,Yes,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),Yes
5680-IHUIV,1,50,74.05,3521.7,Male,No,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),Yes
2328-BBSLH,0,20,85.25,5324.5,Female,Yes,No,Yes,No,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),No
6141-VOHRK,0,36,20.2,89.35,Male,No,No,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),No
9056-AQBMK,1,8,83.35,3941.7,Female,Yes,No,Yes,Yes,No,No internet service,No,Yes,No internet service,No,Yes,One year,Yes,Electronic check,Yes
0070-JGJHB,0,17,99.85,1673.8,Male,Yes,No,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,Yes
7958-WHXKK,0,8,80.05,1253.8,Male,Yes,No,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,Yes
4304-QCXKZ,0,53,89.75,4155.95,Male,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Two year,No,Electronic check,No
4944-DTCRV,0,7,45.3,85.8,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,No,Electronic check,No
0586-HIDTV,1,72,63.95,178.1,Female,No,Yes,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,One year,Yes,Electronic check,No
9158-YMNDC,1,5,86.45,19.95,Female,Yes,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,No
8854-IEMNH,0,1,112.9,7475.1,Male,Yes,No,No,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),Yes
1776-GCJVR,0,10,70.2,1233.25,Male,Yes,Yes,No,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),No
8190-FECDG,0,68,91.55,75.05,Male,No,Yes,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,No
1050-QUJDB,0,9,20.65,1451.6,Male,Yes,Yes,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,One year,No,Electronic check,No
7900-MMADB,0,46,63.05,815.55,Female,Yes,No,Yes,No,No,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,No
5967-GECLT,0,64,19.9,6151.9,Female,Yes,No,No,No phone service,DSL,No internet service,No,No internet service,No,No internet service,Yes,Two year,Yes,Electronic check,No
4672-HIOUG,1,14,70.9,56.25,Male,Yes,Yes,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,No
4395-QGKOB,0,50,69.4,4200.25,Female,No,No,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),No
4719-PVCVX,0,72,20.55,1871.15,Female,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,No
5329-ZFZMZ,0,7,81.25,2424.45,Female,No,No,Yes,No,No,No,No,No internet service,No,Yes,No,One year,Yes,Electronic check,No
3081-NPIKE,0,34,19.3,78.25,Male,Yes,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,No
6028-WXHZF,0,37,54.15,860.85,Female,No,Yes,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,One year,No,Electronic check,Yes
0869-ZYCZM,1,49,70.7,185.2,Female,Yes,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),No
6861-ZBZNA,0,64,91.35,53.05,Male,Yes,No,Yes,No,DSL,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,Yes
7566-ZBGYX,1,66,94.45,1016.7,Male,No,No,Yes,No,No,No internet service,No,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,No
3959-HXSCH,0,10,26.4,1304.85,Female,No,No,Yes,No,DSL,No,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),Yes
8296-ZBPPL,0,53,94.0,180.25,Female,No,Yes,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,No
5228-MBNGV,0,2,53.65,41.85,Male,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,No
6944-PMUTF,0,51,48.8,451.55,Male,Yes,No,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,No
8637-YBWGE,0,19,91.25,4854.3,Female,No,No,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),No
1698-MJCLD,0,18,84.55,35.9,Male,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No,Two year,Yes,Electronic check,No
3730-TIEMR,1,1,19.4,583.3,Female,No,No,Yes,Yes,No,No,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),No
3304-EKDJO,0,57,20.15,1900.25,Male,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,No
2759-OLCDB,1,40,20.95,1023.85,Female,No,No,Yes,No,No,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,No
7873-JOHZA,0,6,24.8,165.2,Female,Yes,No,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,No
8532-RUXRR,0,70,89.9,4378.8,Female,No,No,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),No
7235-YXSBU,0,27,25.7,6991.9,Male,No,Yes,Yes,Yes,No,No internet service,No,No,No,Yes,Yes,One year,No,Mailed check,No
4358-HGBAW,0,56,85.7,7746.7,Female,Yes,No,No,Yes,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),Yes
7319-RRRZS,0,20,54.15,2763.0,Female,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,Yes
4600-AMHXT,0,13,21.0,69.4,Female,Yes,No,Yes,No,Fiber optic,Yes,No,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),No
8543-RQLKP,0,41,78.05,396.1,Female,Yes,No,Yes,No phone service,DSL,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,No
4566-RHZTL,0,53,70.95,48.35,Female,No,Yes,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Mailed check,No
8527-BRIFB,0,1,78.8,452.35,Female,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Two year,Yes,Electronic check,No
5811-TVFJY,0,41,48.25,1424.95,Male,No,Yes,No,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),No
0914-XFVFL,1,72,89.7,137.6,Male,No,Yes,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
8168-PCZIZ,0,28,20.35,7133.25,Female,Yes,Yes,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),No
1255-QZWJZ,0,36,99.3,941.0,Male,No,No,Yes,No,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Two year,No,Credit card (automatic),Yes
0970-LOMJS,0,18,104.15,4453.3,Male,No,No,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,No
9243-BMNVW,0,62,68.25,3306.85,Female,Yes,No,Yes,No,DSL,No internet service,No,Yes,No internet service,No,No,One year,No,Electronic check,No
7916-LVHXO,1,32,93.2,68.65,Male,Yes,No,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),No
4632-NNTCX,0,3,68.75,1424.9,Female,No,No,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Electronic check,No
9054-QKPXS,1,9,70.4,7334.05,Female,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,No
6753-DZFLU,0,31,81.05,8016.6,Female,Yes,No,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),No
6496-BFTSM,0,20,23.8,4765.0,Male,No,Yes,Yes,No,DSL,No internet service,No,No,No internet service,Yes,Yes,One year,Yes,Credit card (automatic),No
5262-LHYYQ,0,15,84.05,2921.75,Male,No,No,No,No,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,No,Electronic check,Yes
2627-EVAIX,0,46,29.2,668.4,Female,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,No
9152-JPMAI,0,21,94.2,1317.95,Male,No,No,Yes,Yes,No,Yes,No,No,No internet service,No,Yes,One year,Yes,Electronic check,Yes
6915-DYULH,0,57,80.9,6287.25,Male,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),No
4905-IRYUW,1,21,88.2,1836.9,Female,No,No,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,One year,No,Mailed check,Yes
7392-QJHVY,0,62,19.3,7751.7,Female,Yes,No,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,No
5699-RVRJT,0,72,72.8,2106.3,Male,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,Yes
0685-ZXCLL,1,72,25.05,3470.8,Male,Yes,Yes,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),No
1457-XEJOX,0,59,80.85,6997.3,Male,No,No,Yes,No,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),No
5178-AGDOP,0,22,84.5,552.9,Female,Yes,No,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,Yes
6768-MTOIQ,0,56,106.0,7679.65,Male,No,No,Yes,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,No
8349-UVLVK,0,27,99.8,239.75,Male,Yes,Yes,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),No
4329-IETAQ,0,2,19.5,51.25,Male,No,No,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,No
8523-KZSBF,0,27,44.15,238.1,Male,Yes,Yes,No,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,No
6409-ZUUET,0,72,70.4,4495.65,Female,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,Yes
0629-WPQBK,0,70,51.1,1615.1,Female,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),Yes
3199-CODYN,0,1,80.5,3314.15,Male,Yes,Yes,Yes,No,DSL,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Electronic check,No
0388-XJURY,0,33,114.6,184.05,Male,Yes,No,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,No
2079-CHWQK,0,18,81.1,2758.15,Female,No,No,No,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),No
1641-DPKWO,1,49,97.0,165.2,Female,No,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),Yes
5222-UNBCT,0,1,20.05,602.55,Male,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),No
9192-SWTOH,0,29,87.6,447.75,Female,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),No
1164-TJKSL,1,68,78.3,3452.55,Male,Yes,No,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,No
9569-MXSWU,1,43,90.3,4378.9,Male,No,No,Yes,No,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,No
1818-GARRC,0,3,74.75,899.45,Female,Yes,No,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),Yes
3935-MORPT,0,8,58.95,320.45,Male,Yes,No,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,No
6093-BTRJK,0,20,99.15,264.55,Male,No,No,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),No
3400-YDCSC,0,34,19.3,439.2,Female,No,No,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,No
6357-GRNHZ,0,63,86.1,1573.7,Female,No,No,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,No
1566-UEGQE,0,18,57.2,284.9,Male,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,Yes
1315-BHAQO,0,7,25.3,708.8,Male,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,No
4803-LSRDM,1,23,19.3,2624.25,Male,Yes,Yes,Yes,No,DSL,Yes,No,No internet service,No,Yes,Yes,One year,No,Mailed check,No
1623-YUOKS,0,68,103.85,1145.35,Female,No,Yes,No,No,No,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),Yes
0558-JBLCK,0,70,24.35,54.3,Male,No,No,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),No
1504-AXOEH,0,9,94.45,6849.75,Female,No,Yes,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),Yes
4386-FZFEU,1,1,75.1,3706.95,Female,No,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,No
8178-KRQAA,0,64,93.25,6141.65,Female,Yes,No,Yes,No,DSL,Yes,No,No,No,No,No internet service,Two year,Yes,Electronic check,No
9840-LXPUA,0,25,57.8,450.65,Male,No,Yes,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),No
2714-ZNWOM,1,2,49.2,1336.15,Female,No,No,Yes,Yes,No,No internet service,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,No
5727-NKXOQ,1,9,103.25,19.4,Female,No,No,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),No
4279-XNAQC,0,72,23.9,5405.8,Male,Yes,No,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Credit card (automatic),No
5236-NFYEY,0,42,90.25,2745.2,Female,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),No
0416-EQRNP,0,40,74.8,1679.25,Female,No,No,Yes,No,DSL,Yes,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,No
4886-RRGDQ,0,4,89.55,82.85,Male,No,No,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,No
4647-TEPVC,0,72,106.3,1521.2,Female,Yes,Yes,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),No
2581-ZKULV,0,14,75.0,7993.3,Female,Yes,No,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No,No,Two year,Yes,Electronic check,Yes
2987-VWJFC,1,32,49.85,3784.0,Female,Yes,No,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,Yes
